league,season,team_id,team_code,team_name,g,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,min,off_rating,def_rating,net_rating,pace,poss,ts_pct,efg_pct,pie,orb_pct,drb_pct,tov_pct,ft_rate,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,opp_pts,opp_fgm,opp_fga,opp_ftm,opp_fta,opp_tov,opp_oreb,opp_dreb,source,srs,srs_off,srs_def,sos
WNBA,2004,1611661328,SEA,Seattle Storm,34,20,14,0.588,873,2025,0.431,167,439,0.38,524,676,0.775,350,709,1059,552,302,131,499.0,665,2437,1365.0,101.2,94.2,6.9,84.61,2409,0.525,0.472,0.557,0.364,0.659,0.207,0.334,0.463,0.219,0.341,0.298,2264.0,851.0,1989.0,423.0,592.0,526.0,303.0,679.0,nba_api:leaguedashteamstats,4.876756984323574,4.653095420886025,0.22366156343754895,-0.21147830979407267
WNBA,2004,1611661322,WAS,Washington Mystics,34,17,17,0.5,873,2088,0.418,105,283,0.371,474,661,0.717,337,726,1063,467,255,128,424.0,652,2325,1370.0,96.7,98.1,-1.4,84.7,2405,0.489,0.443,0.473,0.326,0.66,0.176,0.317,0.465,0.202,0.34,0.341,2384.0,864.0,2013.0,510.0,686.0,492.0,336.0,770.0,nba_api:leaguedashteamstats,-1.831983805667992,1.5685013816592877,-3.4004851873272797,-0.09668968802093314
WNBA,2005,1611661314,CHA,Charlotte Sting,34,6,28,0.176,772,1913,0.404,104,301,0.346,447,624,0.716,316,609,925,493,284,113,535.0,727,2095,1385.0,90.0,99.9,-9.9,80.82,2327,0.479,0.431,0.408,0.35,0.616,0.23,0.326,0.484,0.228,0.384,0.378,2335.0,851.0,1888.0,509.0,713.0,534.0,355.0,700.0,nba_api:leaguedashteamstats,-6.336032388663939,-5.354340980656738,-0.981691408007201,0.7227911407478258
WNBA,2005,1611661323,CON,Connecticut Sun,34,26,8,0.765,916,2025,0.452,130,373,0.349,512,688,0.744,322,788,1110,573,236,130,452.0,624,2474,1360.0,101.9,93.5,8.4,85.22,2429,0.531,0.484,0.579,0.323,0.67,0.186,0.34,0.427,0.184,0.33,0.285,2244.0,835.0,2100.0,452.0,599.0,442.0,350.0,728.0,nba_api:leaguedashteamstats,5.821862348178137,5.52460638776428,0.2972559604138576,-0.9428435341748038
WNBA,2005,1611661321,DET,Detroit Shock,34,16,18,0.471,831,2060,0.403,76,238,0.319,509,774,0.658,412,803,1215,474,241,155,571.0,761,2247,1385.0,90.5,92.0,-1.5,86.11,2483,0.468,0.422,0.472,0.382,0.715,0.23,0.376,0.443,0.209,0.285,0.388,2287.0,784.0,1945.0,565.0,754.0,520.0,273.0,745.0,nba_api:leaguedashteamstats,-0.704453441295541,-0.8052181736392261,0.1007647323436851,0.47201714693975316
WNBA,2005,1611661316,HOU,Houston Comets,34,19,15,0.559,860,1920,0.448,62,205,0.302,525,688,0.763,276,684,960,467,246,105,425.0,581,2307,1375.0,99.5,97.8,1.7,80.88,2320,0.519,0.464,0.53,0.324,0.668,0.183,0.359,0.474,0.208,0.332,0.288,2263.0,848.0,1944.0,419.0,559.0,481.0,274.0,687.0,nba_api:leaguedashteamstats,1.129266755960662,0.13201901388495418,0.9972477420757078,-0.22367442050992636
WNBA,2005,1611661325,IND,Indiana Fever,34,21,13,0.618,784,1958,0.4,150,468,0.321,451,593,0.761,341,671,1012,493,336,95,477.0,668,2169,1385.0,94.1,92.0,2.1,80.11,2305,0.489,0.439,0.523,0.348,0.671,0.207,0.304,0.465,0.241,0.329,0.357,2133.0,775.0,1798.0,460.0,642.0,558.0,279.0,711.0,nba_api:leaguedashteamstats,0.9534412955465505,-3.8262708052181837,4.779712100764734,-0.13479399857109642
WNBA,2005,1611661320,LAS,Los Angeles Sparks,34,17,17,0.5,873,2042,0.428,124,387,0.32,456,630,0.724,321,683,1004,551,264,136,492.0,737,2326,1360.0,96.0,96.8,-0.7,85.5,2422,0.501,0.458,0.485,0.335,0.648,0.203,0.309,0.465,0.225,0.352,0.363,2345.0,818.0,1955.0,527.0,709.0,544.0,332.0,709.0,nba_api:leaguedashteamstats,-0.25519147506665885,1.2797087172943789,-1.5349001923610377,0.3036320543451059
WNBA,2005,1611661324,MIN,Minnesota Lynx,34,14,20,0.412,801,1946,0.412,172,492,0.35,435,599,0.726,310,715,1025,531,258,127,536.0,624,2209,1370.0,93.0,96.6,-3.6,83.14,2377,0.5,0.456,0.48,0.338,0.653,0.225,0.309,0.459,0.206,0.347,0.293,2288.0,862.0,2019.0,435.0,592.0,487.0,344.0,711.0,nba_api:leaguedashteamstats,-1.8653539776438137,-2.483524766473809,0.6181707888299952,0.3993519047091274
WNBA,2005,1611661313,NYL,New York Liberty,34,18,16,0.529,827,1858,0.445,208,604,0.344,452,552,0.819,242,730,972,496,214,112,462.0,612,2314,1385.0,101.2,99.3,1.9,79.54,2289,0.551,0.501,0.517,0.291,0.649,0.202,0.297,0.458,0.179,0.351,0.302,2285.0,859.0,2012.0,442.0,608.0,411.0,345.0,685.0,nba_api:leaguedashteamstats,0.795546558704439,1.061448493027422,-0.2659019343229829,-0.1162181471779139
WNBA,2005,1611661317,PHO,Phoenix Mercury,34,16,18,0.471,826,1994,0.414,178,539,0.33,531,693,0.766,342,720,1062,549,243,179,517.0,697,2361,1360.0,97.6,97.6,0.0,85.29,2420,0.514,0.459,0.511,0.351,0.653,0.214,0.348,0.459,0.2,0.347,0.361,2354.0,855.0,1993.0,523.0,720.0,483.0,319.0,705.0,nba_api:leaguedashteamstats,-0.05690834197197159,2.2834984393070874,-2.340406781279059,-0.26279069491314805
WNBA,2005,1611661318,SAC,Sacramento Monarchs,34,25,9,0.735,853,1986,0.43,129,360,0.358,494,721,0.685,369,674,1043,527,304,108,500.0,684,2329,1360.0,97.4,87.7,9.6,84.32,2392,0.506,0.462,0.583,0.368,0.677,0.209,0.363,0.443,0.261,0.323,0.358,2093.0,751.0,1823.0,478.0,653.0,622.0,273.0,694.0,nba_api:leaguedashteamstats,5.722448020369423,0.22851265984700664,5.493935360522416,-1.218728450218813
WNBA,2005,1611661319,SAS,San Antonio Silver Stars,34,7,27,0.206,764,1832,0.417,110,339,0.324,503,652,0.771,256,690,946,433,195,90,535.0,650,2141,1360.0,91.5,102.0,-10.4,82.84,2339,0.505,0.447,0.409,0.303,0.639,0.229,0.356,0.471,0.182,0.361,0.297,2401.0,898.0,2059.0,463.0,611.0,429.0,351.0,704.0,nba_api:leaguedashteamstats,-6.476584836264702,-4.036239588722221,-2.4403452475424805,1.1704739872647103
WNBA,2005,1611661328,SEA,Seattle Storm,34,20,14,0.588,906,2066,0.439,142,429,0.331,544,688,0.791,323,776,1099,520,201,158,516.0,657,2498,1365.0,100.4,96.9,3.5,87.4,2488,0.527,0.473,0.521,0.352,0.673,0.207,0.333,0.443,0.176,0.327,0.299,2407.0,892.0,2163.0,490.0,646.0,438.0,334.0,686.0,nba_api:leaguedashteamstats,2.1869392392324656,6.33961526845235,-4.152676029219885,-0.48953134900282835
WNBA,2005,1611661322,WAS,Washington Mystics,34,16,18,0.471,847,1968,0.43,181,510,0.355,388,546,0.711,266,677,943,517,260,76,435.0,697,2263,1380.0,96.8,98.3,-1.5,81.43,2338,0.512,0.476,0.471,0.293,0.693,0.186,0.277,0.485,0.215,0.307,0.346,2305.0,833.0,1872.0,489.0,648.0,504.0,267.0,757.0,nba_api:leaguedashteamstats,-0.9149797570850389,-0.3438146648672964,-0.5711650922177425,0.32031436056202
WNBA,2006,1611661314,CHA,Charlotte Sting,34,11,23,0.324,864,2178,0.397,176,544,0.324,552,777,0.71,347,747,1094,527,315,155,574.0,734,2456,1365.0,90.8,95.2,-4.4,95.03,2705,0.487,0.437,0.455,0.324,0.638,0.212,0.357,0.46,0.229,0.362,0.368,2571.0,911.0,2149.0,594.0,791.0,619.0,370.0,870.0,nba_api:leaguedashteamstats,-2.962711612711602,-2.8433665662669956,-0.11934504644460642,0.41964132846486857
WNBA,2006,1611661329,CHI,Chicago Sky,34,5,29,0.147,858,2175,0.394,157,536,0.293,449,643,0.698,357,680,1037,509,277,125,527.0,674,2322,1360.0,89.9,104.2,-14.3,91.08,2582,0.472,0.431,0.375,0.329,0.617,0.204,0.296,0.499,0.207,0.383,0.343,2687.0,971.0,2147.0,545.0,736.0,535.0,379.0,860.0,nba_api:leaguedashteamstats,-9.540225563909768,-5.990044239386342,-3.5501813245234253,1.1950685537372898
WNBA,2006,1611661323,CON,Connecticut Sun,34,26,8,0.765,982,2216,0.443,174,510,0.341,545,675,0.807,342,926,1268,630,252,153,515.0,530,2683,1375.0,100.6,90.8,9.8,93.02,2667,0.534,0.482,0.6,0.332,0.687,0.193,0.305,0.437,0.183,0.313,0.212,2417.0,948.0,2357.0,358.0,500.0,486.0,368.0,783.0,nba_api:leaguedashteamstats,6.814835164835174,3.471435743529745,3.3433994213054294,-1.0086942469295312
WNBA,2006,1611661321,DET,Detroit Shock,34,23,11,0.676,918,2219,0.414,136,414,0.329,553,746,0.741,406,880,1286,572,213,137,538.0,713,2525,1365.0,96.2,90.8,5.4,92.36,2627,0.496,0.445,0.556,0.379,0.702,0.205,0.336,0.429,0.193,0.298,0.324,2384.0,840.0,2164.0,529.0,702.0,507.0,324.0,760.0,nba_api:leaguedashteamstats,3.512406015037592,-1.0970617832459917,4.609467798283584,-0.6934763379035846
WNBA,2006,1611661316,HOU,Houston Comets,34,18,16,0.529,928,2098,0.442,169,472,0.358,482,678,0.711,303,822,1125,532,252,84,566.0,617,2507,1385.0,95.3,93.0,2.3,91.23,2631,0.523,0.483,0.527,0.321,0.679,0.215,0.323,0.449,0.197,0.321,0.276,2449.0,928.0,2232.0,445.0,615.0,519.0,337.0,787.0,nba_api:leaguedashteamstats,1.3777359616532094,-2.095537170055047,3.4732731317082566,-0.32814639128796697
WNBA,2006,1611661325,IND,Indiana Fever,34,21,13,0.618,873,2143,0.407,171,551,0.31,516,674,0.766,339,754,1093,501,353,92,528.0,606,2433,1370.0,94.6,90.2,4.4,90.1,2574,0.499,0.447,0.541,0.341,0.678,0.205,0.315,0.466,0.24,0.322,0.274,2316.0,883.0,2043.0,413.0,559.0,617.0,288.0,773.0,nba_api:leaguedashteamstats,2.7492481203007415,-4.145307397281093,6.894555517581835,-0.7507518796992585
WNBA,2006,1611661320,LAS,Los Angeles Sparks,34,25,9,0.735,962,2195,0.438,111,377,0.294,540,726,0.744,350,852,1202,610,296,129,534.0,679,2575,1373.0,97.5,94.0,3.5,92.21,2641,0.512,0.464,0.546,0.358,0.661,0.202,0.331,0.445,0.211,0.339,0.33,2476.0,873.0,2184.0,534.0,721.0,556.0,336.0,746.0,nba_api:leaguedashteamstats,3.2543217125146713,-0.018831419654728343,3.2731531321693996,0.3425570066323185
WNBA,2006,1611661324,MIN,Minnesota Lynx,34,10,24,0.294,945,2211,0.427,148,419,0.353,485,681,0.712,340,804,1144,491,193,113,530.0,654,2523,1365.0,95.2,102.9,-7.7,93.31,2649,0.502,0.461,0.42,0.336,0.65,0.2,0.308,0.473,0.165,0.35,0.311,2735.0,1004.0,2314.0,548.0,719.0,438.0,372.0,832.0,nba_api:leaguedashteamstats,-5.824027374054323,-0.7602549114602151,-5.063772462594107,0.4112667435927362
WNBA,2006,1611661313,NYL,New York Liberty,33,11,22,0.333,794,1990,0.399,204,618,0.33,492,624,0.788,274,707,981,457,246,107,559.0,648,2284,1330.0,91.7,102.9,-11.2,89.86,2491,0.504,0.45,0.413,0.312,0.648,0.224,0.314,0.489,0.19,0.352,0.34,2562.0,933.0,2071.0,537.0,705.0,473.0,330.0,802.0,nba_api:leaguedashteamstats,-6.638387288387278,-4.63281730733065,-2.0055699810566283,1.773377417495075
WNBA,2006,1611661317,PHO,Phoenix Mercury,33,17,16,0.515,1046,2352,0.445,253,696,0.364,521,667,0.781,323,781,1104,619,266,121,430.0,716,2866,1335.0,106.3,103.3,3.0,97.02,2696,0.542,0.499,0.517,0.317,0.618,0.159,0.284,0.478,0.193,0.382,0.362,2791.0,995.0,2281.0,610.0,826.0,520.0,396.0,847.0,nba_api:leaguedashteamstats,2.2766521647063254,12.584203527321204,-10.307551362614879,-0.1057007764701452
WNBA,2006,1611661318,SAC,Sacramento Monarchs,34,21,13,0.618,919,2190,0.42,157,461,0.341,542,741,0.731,418,720,1138,509,330,88,542.0,670,2537,1375.0,97.8,92.9,5.0,90.43,2593,0.504,0.455,0.531,0.394,0.66,0.209,0.338,0.47,0.245,0.34,0.327,2404.0,872.0,2021.0,504.0,661.0,634.0,294.0,725.0,nba_api:leaguedashteamstats,3.5502579552235822,-1.2261415491953427,4.776399504418925,-0.3615067506587706
WNBA,2006,1611661319,SAS,San Antonio Silver Stars,34,13,21,0.382,915,2255,0.406,189,556,0.34,504,672,0.75,354,814,1168,540,246,83,488.0,610,2523,1362.0,96.3,99.0,-2.8,92.51,2621,0.495,0.448,0.468,0.329,0.667,0.186,0.298,0.467,0.183,0.333,0.283,2603.0,974.0,2262.0,490.0,640.0,480.0,372.0,865.0,nba_api:leaguedashteamstats,-2.1167488016632077,-1.1445627210969715,-0.9721860805662361,0.23619237480738065
WNBA,2006,1611661328,SEA,Seattle Storm,34,18,16,0.529,960,2122,0.452,160,475,0.337,562,712,0.789,326,821,1147,514,232,127,570.0,682,2642,1360.0,100.6,98.2,2.5,92.61,2625,0.542,0.49,0.524,0.351,0.665,0.217,0.336,0.461,0.185,0.335,0.319,2575.0,940.0,2218.0,531.0,707.0,485.0,322.0,709.0,nba_api:leaguedashteamstats,1.731808381619727,2.0236242441410788,-0.29181586252135183,-0.2976033830861553
WNBA,2006,1611661322,WAS,Washington Mystics,34,18,16,0.529,1016,2199,0.462,187,522,0.358,528,715,0.738,330,770,1100,576,306,113,541.0,784,2747,1370.0,102.3,98.6,3.7,94.21,2684,0.546,0.505,0.524,0.337,0.665,0.202,0.325,0.481,0.213,0.335,0.405,2657.0,909.0,2102.0,635.0,851.0,573.0,321.0,720.0,nba_api:leaguedashteamstats,1.814835164835169,5.874661549981362,-4.059826385146193,-0.8322236586942426
WNBA,2007,1611661329,CHI,Chicago Sky,34,14,20,0.412,893,2187,0.408,185,530,0.349,460,684,0.673,366,747,1113,579,255,107,495.0,610,2431,1342.183333,94.7,98.8,-4.0,91.73,2570,0.489,0.45,0.47,0.35,0.639,0.193,0.312,0.47,0.212,0.361,0.286,2528.0,930.0,2168.0,490.0,621.0,542.0,369.0,813.0,nba_api:leaguedashteamstats,-2.020242914979763,-1.7219423919876529,-0.2983005229921103,0.5091688497261191
WNBA,2007,1611661323,CON,Connecticut Sun,34,18,16,0.529,981,2285,0.429,191,557,0.343,470,600,0.783,347,852,1199,609,270,152,528.0,621,2623,1357.9,97.7,94.2,3.5,94.98,2685,0.515,0.471,0.532,0.332,0.687,0.197,0.263,0.458,0.193,0.313,0.265,2534.0,957.0,2272.0,455.0,602.0,519.0,331.0,825.0,nba_api:leaguedashteamstats,2.6548644353612643,2.786035957907127,-0.13117152254586273,0.07910685960368857
WNBA,2007,1611661321,DET,Detroit Shock,34,24,10,0.706,968,2252,0.43,158,442,0.357,593,780,0.76,380,926,1306,561,226,114,564.0,697,2687,1370.0,98.3,92.3,6.0,96.3,2745,0.518,0.465,0.558,0.355,0.703,0.205,0.347,0.441,0.192,0.297,0.317,2540.0,895.0,2262.0,547.0,718.0,529.0,309.0,780.0,nba_api:leaguedashteamstats,4.269230769230765,3.1061277834509387,1.163102985779826,-0.34841628959276427
WNBA,2007,1611661316,HOU,Houston Comets,34,13,21,0.382,898,2116,0.424,121,358,0.338,550,715,0.769,371,758,1129,546,287,109,613.0,641,2467,1331.733333,94.3,98.0,-3.7,94.38,2619,0.507,0.453,0.483,0.384,0.651,0.234,0.339,0.467,0.214,0.349,0.327,2566.0,901.0,2143.0,563.0,701.0,561.0,336.0,709.0,nba_api:leaguedashteamstats,-3.290447224509056,-3.3671174802252732,0.0766702557162171,0.18014101078506162
WNBA,2007,1611661325,IND,Indiana Fever,34,21,13,0.618,907,2167,0.419,188,546,0.344,478,617,0.775,341,812,1153,511,308,136,589.0,646,2480,1375.0,93.8,89.6,4.2,92.3,2644,0.509,0.462,0.547,0.339,0.649,0.223,0.285,0.438,0.231,0.351,0.277,2370.0,881.0,2192.0,450.0,608.0,610.0,369.0,795.0,nba_api:leaguedashteamstats,3.085020242914965,-3.935977479706962,7.020997722621927,-0.15027387473209375
WNBA,2007,1611661320,LAS,Los Angeles Sparks,34,10,24,0.294,936,2298,0.407,159,454,0.35,492,625,0.787,356,780,1136,552,245,106,571.0,731,2523,1380.0,92.5,98.7,-6.2,95.37,2739,0.49,0.443,0.425,0.338,0.663,0.208,0.272,0.474,0.2,0.337,0.362,2708.0,954.0,2212.0,609.0,800.0,550.0,343.0,836.0,nba_api:leaguedashteamstats,-4.714903206365729,-2.0540931273194234,-2.660810079046305,0.43215561716368356
WNBA,2007,1611661324,MIN,Minnesota Lynx,34,10,24,0.294,971,2355,0.412,163,496,0.329,531,674,0.788,397,785,1182,596,238,95,561.0,713,2636,1375.0,96.9,101.1,-4.2,94.97,2720,0.497,0.447,0.45,0.382,0.676,0.206,0.286,0.487,0.194,0.324,0.358,2752.0,988.0,2195.0,614.0,785.0,529.0,318.0,800.0,nba_api:leaguedashteamstats,-3.230919175477113,0.6935025376812574,-3.9244217131583703,0.18084553040523987
WNBA,2007,1611661313,NYL,New York Liberty,34,16,18,0.471,870,2087,0.417,243,653,0.372,430,580,0.741,287,788,1075,500,289,109,612.0,618,2413,1370.0,91.4,94.7,-3.3,92.53,2640,0.515,0.475,0.47,0.291,0.647,0.232,0.278,0.457,0.213,0.353,0.278,2501.0,920.0,2223.0,471.0,619.0,562.0,378.0,837.0,nba_api:leaguedashteamstats,-2.1953502653207675,-5.539071392433895,3.3437211271131275,0.5622254922549903
WNBA,2007,1611661317,PHO,Phoenix Mercury,34,23,11,0.676,1063,2419,0.439,283,802,0.353,616,754,0.817,279,873,1152,683,285,159,486.0,658,3025,1370.0,104.4,100.0,4.4,101.66,2898,0.55,0.498,0.542,0.268,0.619,0.168,0.312,0.462,0.205,0.381,0.283,2904.0,1022.0,2526.0,570.0,716.0,595.0,445.0,945.0,nba_api:leaguedashteamstats,3.100945949258163,13.160469619966998,-10.059523670708835,-0.45787758015360147
WNBA,2007,1611661318,SAC,Sacramento Monarchs,34,19,15,0.559,865,2133,0.406,150,416,0.361,554,721,0.768,443,692,1135,514,309,95,592.0,623,2434,1336.016667,95.8,94.9,0.8,91.24,2542,0.497,0.44,0.507,0.421,0.647,0.233,0.338,0.474,0.244,0.353,0.321,2408.0,863.0,2011.0,501.0,645.0,619.0,297.0,690.0,nba_api:leaguedashteamstats,1.0371444760513855,-3.3056061947641915,4.342750670815577,-0.3452084651250851
WNBA,2007,1611661319,SAS,San Antonio Silver Stars,34,20,14,0.588,923,2176,0.424,207,566,0.366,464,577,0.804,323,764,1087,567,283,130,558.0,653,2517,1375.0,96.7,95.6,1.1,90.75,2602,0.518,0.472,0.514,0.34,0.636,0.214,0.265,0.457,0.224,0.364,0.322,2484.0,904.0,2139.0,529.0,688.0,583.0,361.0,776.0,nba_api:leaguedashteamstats,0.8346066618703563,-3.4503393067471237,4.28494596861748,-0.13598157342376138
WNBA,2007,1611661328,SEA,Seattle Storm,34,17,17,0.5,964,2210,0.436,224,639,0.351,582,715,0.814,344,820,1164,533,242,151,533.0,620,2734,1365.0,102.4,99.1,3.3,93.94,2671,0.541,0.487,0.516,0.344,0.663,0.2,0.324,0.467,0.185,0.337,0.252,2647.0,987.0,2321.0,478.0,586.0,495.0,333.0,761.0,nba_api:leaguedashteamstats,1.6481879037873997,3.4622345679202198,-1.8140466641328201,-0.9106356256243648
WNBA,2007,1611661322,WAS,Washington Mystics,34,16,18,0.471,877,2170,0.404,163,528,0.309,668,839,0.796,335,783,1118,472,282,133,571.0,763,2585,1380.0,94.9,97.1,-2.2,94.66,2725,0.509,0.442,0.479,0.335,0.643,0.21,0.387,0.456,0.213,0.357,0.361,2639.0,924.0,2216.0,616.0,801.0,579.0,383.0,825.0,nba_api:leaguedashteamstats,-1.178137651821861,0.16577690625797548,-1.3439145580798364,0.41009764229578605
WNBA,2008,1611661330,ATL,Atlanta Dream,34,4,30,0.118,895,2258,0.396,202,598,0.338,542,725,0.748,340,737,1077,492,285,142,593.0,796,2534,1365.0,91.7,104.5,-12.7,97.02,2762,0.492,0.441,0.377,0.322,0.615,0.215,0.321,0.488,0.204,0.385,0.407,2879.0,1014.0,2254.0,679.0,918.0,561.0,401.0,864.0,nba_api:leaguedashteamstats,-9.448129137115028,-0.6366545091185358,-8.811474627996493,0.6989296864143828
WNBA,2008,1611661329,CHI,Chicago Sky,34,12,22,0.353,898,2089,0.43,110,340,0.324,564,812,0.695,356,768,1124,546,264,147,523.0,638,2470,1374.885,95.7,96.5,-0.8,90.47,2583,0.505,0.456,0.501,0.334,0.634,0.202,0.388,0.456,0.2,0.366,0.298,2510.0,917.0,2199.0,506.0,656.0,521.0,365.0,791.0,nba_api:leaguedashteamstats,-1.4586783507366095,-3.9976418622882632,2.538963511551654,-0.34103129191308
WNBA,2008,1611661323,CON,Connecticut Sun,34,21,13,0.618,965,2286,0.422,221,669,0.33,539,724,0.744,370,869,1239,607,211,97,487.0,629,2690,1370.0,101.0,95.3,5.7,93.39,2664,0.516,0.47,0.536,0.345,0.678,0.183,0.317,0.453,0.187,0.322,0.279,2541.0,955.0,2284.0,472.0,638.0,499.0,360.0,840.0,nba_api:leaguedashteamstats,3.4413158741464525,2.8506311721526503,0.5906847019938022,-0.9410370670300185
WNBA,2008,1611661321,DET,Detroit Shock,34,22,12,0.647,974,2295,0.424,168,476,0.353,556,744,0.747,405,843,1248,604,278,118,496.0,724,2672,1375.0,99.7,94.2,5.5,93.54,2681,0.509,0.461,0.569,0.365,0.683,0.185,0.324,0.455,0.214,0.317,0.344,2522.0,872.0,2151.0,563.0,740.0,572.0,324.0,761.0,nba_api:leaguedashteamstats,3.334071952457046,2.1239583579588492,1.2101135944981967,-1.0776927534253073
WNBA,2008,1611661316,HOU,Houston Comets,34,17,17,0.5,923,2209,0.418,152,478,0.318,562,734,0.766,374,799,1173,554,290,119,598.0,727,2560,1385.0,95.8,97.4,-1.6,92.69,2673,0.506,0.452,0.498,0.376,0.656,0.224,0.333,0.464,0.207,0.344,0.358,2606.0,903.0,2179.0,582.0,781.0,553.0,348.0,743.0,nba_api:leaguedashteamstats,-0.9142402008640529,-1.073067821937812,0.15882762107375914,0.40928921090065296
WNBA,2008,1611661325,IND,Indiana Fever,34,17,17,0.5,876,2179,0.402,226,662,0.341,495,656,0.755,349,778,1127,500,324,165,585.0,728,2473,1390.0,93.1,92.9,0.3,91.53,2655,0.501,0.454,0.489,0.34,0.658,0.22,0.301,0.451,0.23,0.342,0.332,2457.0,891.0,2127.0,540.0,706.0,608.0,338.0,833.0,nba_api:leaguedashteamstats,-0.15781400823366054,-4.120316159805249,3.9625021515715884,-0.6284022435277782
WNBA,2008,1611661320,LAS,Los Angeles Sparks,34,20,14,0.588,954,2248,0.424,151,485,0.311,539,717,0.752,386,896,1282,613,251,216,608.0,713,2598,1400.0,95.2,92.8,2.4,93.38,2728,0.507,0.458,0.553,0.374,0.661,0.223,0.319,0.424,0.192,0.339,0.325,2523.0,888.0,2310.0,562.0,751.0,523.0,359.0,768.0,nba_api:leaguedashteamstats,2.4169627559958182,-0.3394764933219161,2.7564392493177343,0.2110804030546416
WNBA,2008,1611661324,MIN,Minnesota Lynx,34,16,18,0.471,991,2303,0.43,133,413,0.322,652,864,0.755,353,792,1145,557,309,131,472.0,751,2767,1380.0,99.9,98.3,1.5,96.31,2771,0.516,0.459,0.504,0.332,0.656,0.17,0.375,0.475,0.209,0.344,0.364,2721.0,974.0,2220.0,612.0,809.0,579.0,350.0,862.0,nba_api:leaguedashteamstats,1.5915445412769795,5.62134145969616,-4.029796918419181,0.23860336480639122
WNBA,2008,1611661313,NYL,New York Liberty,34,19,15,0.559,912,2168,0.421,259,706,0.367,490,653,0.75,327,778,1105,551,290,117,547.0,655,2573,1380.0,97.2,96.0,1.2,92.0,2647,0.524,0.48,0.5,0.326,0.667,0.207,0.301,0.467,0.212,0.333,0.312,2538.0,924.0,2163.0,516.0,674.0,559.0,352.0,823.0,nba_api:leaguedashteamstats,0.5732965467550728,-0.6170779597205831,1.190374506475656,-0.45611521795080945
WNBA,2008,1611661317,PHO,Phoenix Mercury,34,16,18,0.471,1069,2485,0.43,230,701,0.328,642,773,0.831,375,851,1226,560,232,156,489.0,794,3010,1365.0,104.7,104.2,0.4,101.33,2876,0.533,0.476,0.492,0.339,0.629,0.17,0.311,0.471,0.173,0.371,0.379,3009.0,1036.0,2460.0,694.0,932.0,500.0,440.0,858.0,nba_api:leaguedashteamstats,0.6262337437332413,13.776508022063009,-13.150274278329768,0.5968219790273589
WNBA,2008,1611661318,SAC,Sacramento Monarchs,34,18,16,0.529,883,2159,0.409,168,438,0.384,611,816,0.749,388,721,1109,473,319,77,586.0,690,2545,1360.0,95.9,96.8,-0.8,93.71,2653,0.505,0.448,0.469,0.378,0.656,0.221,0.378,0.494,0.235,0.344,0.292,2571.0,958.0,2128.0,469.0,622.0,624.0,308.0,767.0,nba_api:leaguedashteamstats,-0.382717687533185,-1.3225486661448476,0.9398309786116625,0.3819881948197561
WNBA,2008,1611661319,SAS,San Antonio Silver Stars,34,24,10,0.706,901,2080,0.433,183,539,0.34,561,694,0.808,246,847,1093,601,272,150,525.0,602,2546,1369.885,96.7,92.1,4.5,92.14,2634,0.534,0.477,0.568,0.289,0.65,0.199,0.334,0.429,0.201,0.35,0.279,2418.0,904.0,2271.0,471.0,634.0,528.0,389.0,817.0,nba_api:leaguedashteamstats,3.8371025138259727,-1.9581458823688678,5.7952483961948404,0.07239663147303155
WNBA,2008,1611661328,SEA,Seattle Storm,34,22,12,0.647,899,2112,0.426,143,453,0.316,552,728,0.758,340,822,1162,530,269,140,526.0,684,2493,1360.0,96.6,93.1,3.6,91.15,2580,0.512,0.46,0.541,0.344,0.659,0.204,0.345,0.438,0.199,0.341,0.314,2406.0,861.0,2164.0,512.0,680.0,515.0,332.0,760.0,nba_api:leaguedashteamstats,2.78940004785094,-3.8224677608428546,6.611867808693795,0.2305765184391757
WNBA,2008,1611661322,WAS,Washington Mystics,34,10,24,0.294,885,2131,0.415,163,460,0.354,435,659,0.66,362,770,1132,483,241,93,637.0,757,2368,1365.0,89.7,98.4,-8.8,92.89,2641,0.489,0.454,0.396,0.352,0.681,0.241,0.309,0.486,0.201,0.319,0.363,2601.0,929.0,2096.0,563.0,760.0,530.0,306.0,787.0,nba_api:leaguedashteamstats,-6.248348591558982,-6.485041896321741,0.23669330476275885,0.6045925849116056
WNBA,2009,1611661330,ATL,Atlanta Dream,34,18,16,0.529,1089,2428,0.449,114,374,0.305,569,755,0.754,404,855,1259,547,329,121,590.0,741,2861,1390.0,99.5,96.6,2.9,99.64,2876,0.518,0.472,0.503,0.365,0.655,0.205,0.311,0.46,0.208,0.345,0.342,2797.0,996.0,2363.0,624.0,807.0,601.0,353.0,821.0,nba_api:leaguedashteamstats,1.586599168663871,6.4729229621640885,-4.8863237935002175,-0.2957537725125996
