league,season,team_id,team_code,team_name,g,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,min,off_rating,def_rating,net_rating,pace,poss,ts_pct,efg_pct,pie,orb_pct,drb_pct,tov_pct,ft_rate,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,opp_pts,opp_fgm,opp_fga,opp_ftm,opp_fta,opp_tov,opp_oreb,opp_dreb,source,srs,srs_off,srs_def,sos
WNBA,2018,1611661320,LAS,Los Angeles Sparks,34,19,15,0.559,1026,2268,0.452,204,588,0.347,427,527,0.81,245,819,1064,623,270,96,411.0,558,2683,1365.0,101.1,98.9,2.2,93.22,2655,0.537,0.497,0.509,0.252,0.7,0.155,0.232,0.493,0.192,0.3,0.269,2618.0,984.0,2186.0,464.0,587.0,509.0,286.0,906.0,nba_api:leaguedashteamstats,1.8559941520467773,-3.81106542397661,5.667059576023387,-0.05577055383557572
WNBA,2018,1611661324,MIN,Minnesota Lynx,34,18,16,0.529,1032,2290,0.451,183,529,0.346,437,561,0.779,304,895,1199,666,235,100,483.0,563,2684,1360.0,100.8,99.8,1.1,94.04,2662,0.529,0.491,0.512,0.322,0.742,0.181,0.245,0.497,0.162,0.258,0.226,2661.0,1010.0,2268.0,406.0,513.0,432.0,231.0,828.0,nba_api:leaguedashteamstats,0.6717836257309933,-3.669837353801166,4.341620979532159,-0.0046869625043008956
WNBA,2018,1611661313,NYL,New York Liberty,34,7,27,0.206,1001,2315,0.432,226,713,0.317,413,541,0.763,294,867,1161,662,224,93,499.0,703,2641,1370.0,97.5,105.9,-8.4,95.16,2709,0.517,0.481,0.445,0.288,0.68,0.184,0.234,0.496,0.161,0.32,0.327,2884.0,1014.0,2312.0,589.0,756.0,439.0,294.0,904.0,nba_api:leaguedashteamstats,-6.7192982456140395,-4.776836622807015,-1.9424616228070244,0.4277605779153726
WNBA,2018,1611661317,PHO,Phoenix Mercury,34,20,14,0.588,1016,2221,0.457,288,799,0.36,596,702,0.849,245,864,1109,700,198,160,462.0,641,2916,1360.0,107.3,103.7,3.5,96.11,2718,0.576,0.522,0.546,0.269,0.673,0.17,0.316,0.478,0.155,0.327,0.28,2830.0,1035.0,2402.0,534.0,672.0,423.0,340.0,830.0,nba_api:leaguedashteamstats,2.3530701754385843,3.459868421052625,-1.1067982456140406,-0.17634158926729793
WNBA,2018,1611661328,SEA,Seattle Storm,34,26,8,0.765,1093,2335,0.468,307,816,0.376,473,586,0.807,284,920,1204,721,266,149,456.0,559,2966,1370.0,108.5,99.3,9.2,95.7,2734,0.572,0.534,0.559,0.297,0.707,0.167,0.251,0.479,0.167,0.293,0.228,2709.0,1033.0,2377.0,434.0,542.0,455.0,303.0,854.0,nba_api:leaguedashteamstats,6.951023391812867,4.513011695906438,2.438011695906429,-0.6078001375988977
WNBA,2018,1611661322,WAS,Washington Mystics,33,21,12,0.636,1006,2244,0.448,277,773,0.358,500,583,0.858,284,792,1076,587,236,127,401.0,606,2789,1320.0,107.6,103.5,4.2,94.29,2591,0.558,0.51,0.512,0.293,0.683,0.155,0.26,0.496,0.174,0.317,0.273,2685.0,988.0,2209.0,493.0,603.0,451.0,298.0,829.0,nba_api:leaguedashteamstats,2.890350877192977,-0.7147203947368537,3.605071271929831,-0.16847265221878738
WNBA,2019,1611661330,ATL,Atlanta Dream,34,8,26,0.235,872,2352,0.371,217,748,0.29,460,612,0.752,336,892,1228,533,224,184,491.0,598,2421,1365.0,89.8,99.5,-9.7,94.77,2696,0.462,0.417,0.422,0.315,0.657,0.182,0.26,0.463,0.171,0.343,0.256,2681.0,996.0,2394.0,466.0,612.0,462.0,371.0,973.0,nba_api:leaguedashteamstats,-6.812134502923976,-7.46127558479532,0.6491410818713446,0.8349243206054364
WNBA,2019,1611661329,CHI,Chicago Sky,34,20,14,0.588,1066,2380,0.448,247,735,0.336,497,607,0.819,279,958,1237,733,230,152,519.0,601,2876,1365.0,101.6,100.1,1.4,99.5,2831,0.543,0.5,0.526,0.295,0.679,0.183,0.255,0.462,0.161,0.321,0.248,2832.0,1055.0,2522.0,501.0,625.0,455.0,334.0,869.0,nba_api:leaguedashteamstats,1.4269005847953125,6.305116959064324,-4.8782163742690114,0.13278293773648886
WNBA,2019,1611661323,CON,Connecticut Sun,34,23,11,0.676,1026,2423,0.423,254,713,0.356,441,627,0.703,370,880,1250,655,303,133,481.0,593,2747,1365.0,100.3,96.8,3.5,96.32,2740,0.509,0.476,0.506,0.349,0.727,0.176,0.259,0.487,0.196,0.273,0.253,2650.0,988.0,2252.0,457.0,570.0,537.0,247.0,886.0,nba_api:leaguedashteamstats,2.951023391812873,2.353636695906437,0.5973866959064358,0.06867045063640242
WNBA,2019,1611661321,DAL,Dallas Wings,34,10,24,0.294,880,2265,0.389,216,662,0.326,458,565,0.811,356,797,1153,518,248,129,496.0,659,2434,1360.0,94.0,101.6,-7.5,91.38,2588,0.484,0.436,0.423,0.336,0.677,0.192,0.249,0.478,0.185,0.323,0.321,2631.0,930.0,2162.0,563.0,695.0,479.0,284.0,855.0,nba_api:leaguedashteamstats,-5.084795321637424,-7.112710160818712,2.0279148391812885,0.7093223254213994
WNBA,2019,1611661325,IND,Indiana Fever,34,13,21,0.382,985,2333,0.422,197,569,0.346,471,593,0.794,305,889,1194,589,213,126,473.0,593,2638,1370.0,98.6,101.9,-3.4,93.79,2676,0.508,0.464,0.476,0.323,0.675,0.177,0.254,0.473,0.165,0.325,0.252,2730.0,999.0,2370.0,486.0,597.0,443.0,334.0,845.0,nba_api:leaguedashteamstats,-2.170321637426876,-0.9054733187134438,-1.2648483187134323,0.5355607155143005
WNBA,2019,1611661319,LVA,Las Vegas Aces,34,21,13,0.618,1020,2389,0.427,187,509,0.367,568,731,0.777,312,1007,1319,711,240,154,495.0,574,2795,1370.0,99.1,95.0,4.1,98.8,2820,0.516,0.466,0.536,0.32,0.731,0.176,0.306,0.451,0.161,0.269,0.234,2679.0,978.0,2451.0,470.0,573.0,453.0,281.0,911.0,nba_api:leaguedashteamstats,2.7141812865497092,3.3341739766081853,-0.619992690058476,-0.6975834193326436
WNBA,2019,1611661320,LAS,Los Angeles Sparks,34,22,12,0.647,1031,2388,0.432,242,710,0.341,418,499,0.838,294,870,1164,634,278,129,488.0,615,2722,1365.0,99.3,96.0,3.3,96.26,2741,0.522,0.482,0.52,0.305,0.667,0.178,0.209,0.46,0.202,0.333,0.271,2626.0,944.0,2313.0,497.0,627.0,553.0,334.0,901.0,nba_api:leaguedashteamstats,2.4247076023391925,1.0894371345029352,1.3352704678362572,-0.3988218094255136
WNBA,2019,1611661324,MIN,Minnesota Lynx,34,18,16,0.529,1029,2280,0.451,197,594,0.332,410,525,0.781,306,849,1155,689,287,132,552.0,562,2665,1360.0,98.8,95.8,3.0,95.12,2697,0.531,0.495,0.533,0.331,0.695,0.205,0.23,0.484,0.21,0.305,0.23,2581.0,971.0,2237.0,414.0,514.0,566.0,269.0,790.0,nba_api:leaguedashteamstats,2.1103801169590666,-0.5177266081871288,2.6281067251461954,-0.3602081183350512
WNBA,2019,1611661313,NYL,New York Liberty,34,10,24,0.294,977,2358,0.414,222,665,0.334,456,579,0.788,308,867,1175,667,231,125,524.0,712,2632,1360.0,95.4,103.8,-8.5,97.68,2760,0.504,0.461,0.434,0.306,0.674,0.19,0.246,0.491,0.166,0.326,0.31,2881.0,1031.0,2352.0,570.0,729.0,461.0,318.0,897.0,nba_api:leaguedashteamstats,-6.301900584795359,-0.5545961257310283,-5.74730445906433,1.021628826969347
WNBA,2019,1611661317,PHO,Phoenix Mercury,34,15,19,0.441,925,2184,0.424,223,686,0.325,528,624,0.846,226,878,1104,608,202,150,448.0,568,2601,1365.0,98.3,99.5,-1.2,93.19,2647,0.529,0.475,0.515,0.25,0.666,0.169,0.286,0.47,0.17,0.334,0.209,2639.0,1014.0,2401.0,383.0,503.0,450.0,349.0,916.0,nba_api:leaguedashteamstats,-1.137426900584782,-2.222359283625718,1.084932383040936,-0.01977984176125247
WNBA,2019,1611661328,SEA,Seattle Storm,34,18,16,0.529,946,2251,0.42,241,717,0.336,410,518,0.792,309,779,1088,601,323,132,534.0,529,2543,1360.0,96.2,96.4,-0.2,93.39,2644,0.513,0.474,0.486,0.316,0.685,0.202,0.23,0.49,0.207,0.315,0.22,2553.0,971.0,2212.0,387.0,487.0,549.0,273.0,855.0,nba_api:leaguedashteamstats,0.08406432748538073,-4.030884502923978,4.114948830409359,0.37818197454420427
WNBA,2019,1611661322,WAS,Washington Mystics,34,26,8,0.765,1115,2375,0.469,316,864,0.366,489,559,0.875,285,848,1133,746,260,158,401.0,528,3035,1365.0,112.9,98.1,14.8,94.36,2689,0.579,0.536,0.592,0.318,0.7,0.149,0.235,0.479,0.184,0.3,0.22,2627.0,995.0,2312.0,413.0,508.0,494.0,292.0,816.0,nba_api:leaguedashteamstats,9.795321637426902,9.722660818713454,0.07266081871344898,-2.204678362573098
WNBA,2020,1611661330,ATL,Atlanta Dream,22,7,15,0.318,691,1563,0.442,130,371,0.35,269,355,0.758,199,568,767,371,151,73,327.0,408,1781,885.0,99.0,107.1,-8.1,97.63,1799,0.518,0.484,0.437,0.3,0.705,0.182,0.227,0.514,0.167,0.295,0.283,1928.0,700.0,1532.0,354.0,434.0,300.0,182.0,589.0,nba_api:leaguedashteamstats,-5.4999999999999964,-1.3916666666666675,-4.108333333333329,1.1818181818181852
WNBA,2020,1611661329,CHI,Chicago Sky,22,12,10,0.545,737,1500,0.491,167,476,0.351,267,327,0.817,161,578,739,480,164,89,344.0,396,1908,880.0,105.7,102.7,3.0,98.37,1805,0.58,0.547,0.524,0.28,0.704,0.191,0.218,0.503,0.176,0.296,0.264,1850.0,693.0,1529.0,313.0,403.0,318.0,179.0,530.0,nba_api:leaguedashteamstats,2.416666666666659,3.7916666666666625,-1.3750000000000036,-0.21969696969697727
WNBA,2020,1611661323,CON,Connecticut Sun,22,10,12,0.455,653,1530,0.427,130,417,0.312,332,440,0.755,220,561,781,403,202,69,309.0,413,1768,885.0,100.1,99.5,0.6,95.81,1766,0.513,0.469,0.495,0.329,0.73,0.175,0.288,0.495,0.196,0.27,0.29,1758.0,634.0,1431.0,340.0,415.0,347.0,155.0,570.0,nba_api:leaguedashteamstats,0.4166666666666652,-3.008333333333332,3.424999999999997,-0.037878787878789344
WNBA,2020,1611661321,DAL,Dallas Wings,22,8,14,0.364,648,1562,0.415,196,607,0.323,343,421,0.815,198,522,720,344,180,70,272.0,433,1835,890.0,103.6,108.0,-4.4,95.57,1772,0.525,0.478,0.44,0.299,0.694,0.153,0.27,0.521,0.176,0.306,0.315,1913.0,694.0,1472.0,378.0,463.0,311.0,189.0,614.0,nba_api:leaguedashteamstats,-3.249999999999992,0.708333333333333,-3.958333333333325,0.2954545454545534
WNBA,2020,1611661325,IND,Indiana Fever,22,6,16,0.273,648,1467,0.442,152,440,0.345,349,426,0.819,197,544,741,422,112,70,349.0,390,1797,880.0,101.6,111.8,-10.2,96.27,1768,0.543,0.494,0.446,0.323,0.713,0.197,0.29,0.521,0.138,0.287,0.308,1970.0,718.0,1521.0,384.0,468.0,244.0,184.0,535.0,nba_api:leaguedashteamstats,-7.2083333333333295,-0.7958333333333281,-6.412500000000001,0.6553030303030338
WNBA,2020,1611661319,LVA,Las Vegas Aces,22,18,4,0.818,720,1512,0.476,93,254,0.366,419,514,0.815,179,644,823,457,172,66,276.0,331,1952,880.0,107.3,97.2,10.0,99.08,1820,0.562,0.507,0.59,0.286,0.748,0.152,0.34,0.485,0.174,0.252,0.201,1763.0,674.0,1564.0,245.0,314.0,316.0,172.0,549.0,nba_api:leaguedashteamstats,7.708333333333332,5.362499999999997,2.3458333333333345,-0.8825757575757596
WNBA,2020,1611661320,LAS,Los Angeles Sparks,22,15,7,0.682,708,1473,0.481,159,399,0.398,293,370,0.792,140,551,691,440,197,66,317.0,403,1868,885.0,104.3,98.8,5.5,97.08,1791,0.571,0.535,0.53,0.248,0.721,0.177,0.251,0.511,0.215,0.279,0.261,1767.0,647.0,1440.0,294.0,376.0,385.0,174.0,577.0,nba_api:leaguedashteamstats,4.208333333333334,1.6125000000000043,2.59583333333333,-0.3825757575757569
WNBA,2020,1611661324,MIN,Minnesota Lynx,22,14,8,0.636,673,1475,0.456,182,473,0.385,329,402,0.818,218,538,756,435,185,66,327.0,372,1857,880.0,106.7,101.7,5.1,95.02,1740,0.562,0.518,0.528,0.331,0.692,0.188,0.273,0.505,0.194,0.308,0.271,1773.0,645.0,1444.0,314.0,392.0,338.0,179.0,500.0,nba_api:leaguedashteamstats,3.333333333333342,1.049999999999999,2.283333333333343,-0.4848484848484764
WNBA,2020,1611661313,NYL,New York Liberty,22,2,20,0.091,540,1451,0.372,167,602,0.277,334,406,0.823,175,612,787,327,139,94,392.0,420,1581,880.0,87.3,104.5,-17.2,98.67,1811,0.485,0.43,0.376,0.267,0.722,0.216,0.28,0.491,0.151,0.278,0.251,1889.0,704.0,1587.0,330.0,398.0,273.0,178.0,635.0,nba_api:leaguedashteamstats,-11.916666666666666,-10.575000000000001,-1.341666666666665,2.083333333333334
WNBA,2020,1611661317,PHO,Phoenix Mercury,22,13,9,0.591,664,1475,0.45,185,540,0.343,382,463,0.825,165,582,747,448,149,123,334.0,434,1895,885.0,104.5,101.8,2.7,98.47,1813,0.564,0.513,0.527,0.264,0.68,0.184,0.314,0.477,0.176,0.32,0.289,1851.0,663.0,1559.0,364.0,451.0,320.0,214.0,578.0,nba_api:leaguedashteamstats,1.708333333333326,3.1374999999999975,-1.4291666666666716,-0.29166666666667407
WNBA,2020,1611661328,SEA,Seattle Storm,22,18,4,0.818,701,1491,0.47,185,470,0.394,339,415,0.817,167,590,757,482,221,89,308.0,364,1926,880.0,108.3,93.3,15.0,97.39,1779,0.575,0.532,0.597,0.277,0.686,0.173,0.278,0.454,0.201,0.314,0.245,1672.0,604.0,1507.0,305.0,369.0,361.0,207.0,548.0,nba_api:leaguedashteamstats,9.50000000000001,3.3333333333333393,6.166666666666671,-2.0454545454545343
WNBA,2020,1611661322,WAS,Washington Mystics,22,9,13,0.409,652,1507,0.433,183,536,0.341,273,331,0.825,161,532,693,434,173,49,301.0,373,1760,890.0,100.1,102.2,-2.1,94.73,1758,0.532,0.493,0.488,0.265,0.734,0.171,0.22,0.523,0.195,0.266,0.273,1794.0,659.0,1420.0,308.0,387.0,343.0,167.0,597.0,nba_api:leaguedashteamstats,-1.4166666666666656,-3.224999999999999,1.8083333333333336,0.12878787878787978
WNBA,2021,1611661330,ATL,Atlanta Dream,32,8,24,0.25,980,2352,0.417,196,632,0.31,362,503,0.72,311,782,1093,558,285,149,382.0,588,2518,1290.0,97.5,104.0,-6.5,96.33,2583,0.489,0.458,0.441,0.291,0.689,0.148,0.214,0.52,0.194,0.311,0.297,2698.0,967.0,2118.0,496.0,630.0,504.0,279.0,947.0,nba_api:leaguedashteamstats,-5.3676470588235405,-1.6028711484593865,-3.764775910364154,0.25735294117645946
WNBA,2021,1611661329,CHI,Chicago Sky,32,16,16,0.5,986,2236,0.441,233,679,0.343,459,543,0.845,265,854,1119,697,224,145,465.0,609,2664,1300.0,100.9,99.4,1.5,97.46,2641,0.538,0.493,0.515,0.28,0.69,0.176,0.243,0.48,0.188,0.31,0.271,2622.0,969.0,2238.0,474.0,607.0,497.0,301.0,847.0,nba_api:leaguedashteamstats,1.1290849673202832,2.701447245564907,-1.5723622782446238,-0.18341503267971682
WNBA,2021,1611661323,CON,Connecticut Sun,32,26,6,0.813,933,2100,0.444,223,625,0.357,462,566,0.816,311,860,1171,575,251,115,484.0,570,2551,1290.0,104.1,91.7,12.4,90.96,2450,0.543,0.497,0.577,0.37,0.766,0.198,0.27,0.459,0.188,0.234,0.244,2237.0,817.0,1998.0,402.0,488.0,458.0,188.0,687.0,nba_api:leaguedashteamstats,8.748366013071882,-2.013912231559296,10.762278244631178,-1.064133986928118
WNBA,2021,1611661321,DAL,Dallas Wings,32,14,18,0.438,949,2262,0.42,262,740,0.354,436,526,0.829,320,836,1156,557,219,124,443.0,589,2596,1290.0,102.2,103.0,-0.8,94.47,2540,0.521,0.477,0.468,0.332,0.727,0.174,0.233,0.505,0.165,0.273,0.265,2613.0,966.0,2150.0,442.0,569.0,418.0,241.0,833.0,nba_api:leaguedashteamstats,-0.21650326797390207,0.6804388422035172,-0.8969421101774193,0.31474673202609793
WNBA,2021,1611661325,IND,Indiana Fever,32,6,26,0.188,909,2183,0.416,157,552,0.284,435,544,0.8,307,792,1099,534,200,121,480.0,568,2410,1280.0,95.3,107.8,-12.5,94.78,2528,0.497,0.452,0.423,0.334,0.709,0.19,0.249,0.517,0.157,0.291,0.273,2724.0,996.0,2169.0,481.0,592.0,398.0,255.0,814.0,nba_api:leaguedashteamstats,-8.422385620915094,-4.672502334267064,-3.7498832866480303,1.3901143790849062
WNBA,2021,1611661319,LVA,Las Vegas Aces,32,24,8,0.75,1060,2248,0.472,162,432,0.375,574,701,0.819,236,1001,1237,668,216,147,376.0,455,2856,1295.0,107.1,96.0,11.1,98.98,2667,0.559,0.508,0.582,0.25,0.758,0.141,0.312,0.464,0.147,0.242,0.204,2566.0,973.0,2346.0,388.0,478.0,392.0,250.0,868.0,nba_api:leaguedashteamstats,7.8676470588235565,8.448109243697502,-0.5804621848739453,-1.1948529411764435
WNBA,2021,1611661320,LAS,Los Angeles Sparks,32,12,20,0.375,865,2107,0.411,216,645,0.335,382,499,0.766,194,741,935,494,266,135,445.0,618,2328,1290.0,92.3,97.5,-5.2,94.03,2523,0.5,0.462,0.452,0.233,0.654,0.176,0.237,0.476,0.23,0.346,0.322,2467.0,849.0,2024.0,541.0,652.0,583.0,297.0,929.0,nba_api:leaguedashteamstats,-4.054738562091478,-8.317845471521936,4.263106909430459,0.28901143790852224
WNBA,2021,1611661324,MIN,Minnesota Lynx,32,22,10,0.688,982,2146,0.458,216,635,0.34,467,558,0.837,233,885,1118,653,217,131,467.0,561,2647,1290.0,102.8,98.0,4.7,95.74,2576,0.553,0.508,0.536,0.285,0.736,0.181,0.26,0.476,0.173,0.264,0.234,2519.0,931.0,2197.0,426.0,513.0,445.0,226.0,813.0,nba_api:leaguedashteamstats,3.48202614379087,1.8779178338001934,1.6041083099906768,-0.5179738562091298
WNBA,2021,1611661313,NYL,New York Liberty,32,12,20,0.375,904,2115,0.427,321,887,0.362,382,470,0.813,199,868,1067,615,195,122,542.0,572,2511,1285.0,96.1,104.3,-8.2,97.81,2613,0.541,0.503,0.45,0.241,0.693,0.207,0.222,0.488,0.154,0.307,0.246,2736.0,1018.0,2322.0,471.0,571.0,403.0,285.0,885.0,nba_api:leaguedashteamstats,-6.084150326797371,-1.7992180205415345,-4.284932306255836,0.9470996732026293
WNBA,2021,1611661317,PHO,Phoenix Mercury,32,19,13,0.594,945,2102,0.45,241,697,0.346,495,620,0.798,255,903,1158,631,152,167,439.0,521,2626,1290.0,104.3,101.3,3.1,93.56,2517,0.553,0.507,0.538,0.285,0.702,0.174,0.295,0.466,0.139,0.298,0.206,2544.0,965.0,2313.0,387.0,476.0,348.0,300.0,816.0,nba_api:leaguedashteamstats,2.555555555555576,1.4498015873015895,1.1057539682539863,-0.006944444444424214
WNBA,2021,1611661328,SEA,Seattle Storm,32,21,11,0.656,992,2203,0.45,275,725,0.379,455,542,0.839,229,909,1138,682,244,135,413.0,497,2714,1305.0,103.6,98.4,5.2,96.24,2619,0.556,0.513,0.546,0.247,0.732,0.158,0.246,0.482,0.169,0.268,0.221,2572.0,969.0,2248.0,404.0,496.0,443.0,250.0,869.0,nba_api:leaguedashteamstats,3.8071895424836484,3.8154995331465713,-0.008309990662922928,-0.6303104575163516
WNBA,2021,1611661322,WAS,Washington Mystics,32,12,20,0.375,908,2215,0.41,288,878,0.328,449,556,0.808,260,805,1065,596,222,99,412.0,551,2553,1285.0,99.5,104.4,-5.0,95.79,2567,0.519,0.475,0.457,0.264,0.725,0.16,0.251,0.52,0.179,0.275,0.259,2676.0,993.0,2146.0,446.0,556.0,459.0,248.0,928.0,nba_api:leaguedashteamstats,-3.4444444444444375,-0.5668650793650745,-2.877579365079363,0.39930555555556246
WNBA,2022,1611661330,ATL,Atlanta Dream,36,14,22,0.389,1035,2463,0.42,271,771,0.351,485,624,0.777,311,966,1277,632,280,112,581.0,702,2826,1450.0,96.4,99.8,-3.4,97.22,2933,0.516,0.475,0.462,0.297,0.74,0.198,0.253,0.494,0.181,0.26,0.308,2934.0,1031.0,2389.0,573.0,737.0,531.0,265.0,956.0,nba_api:leaguedashteamstats,-2.9932171605791527,-3.8314365404733226,0.83821937989417,0.006782839420847342
WNBA,2022,1611661329,CHI,Chicago Sky,36,26,10,0.722,1176,2443,0.481,260,754,0.345,493,599,0.823,260,994,1254,874,261,155,531.0,584,3105,1455.0,105.8,99.7,6.0,96.81,2936,0.574,0.535,0.551,0.271,0.716,0.181,0.245,0.483,0.17,0.284,0.223,2925.0,1121.0,2561.0,450.0,570.0,498.0,310.0,886.0,nba_api:leaguedashteamstats,4.676230849690432,4.160710844570616,0.5155200051198161,-0.3237691503095679
WNBA,2022,1611661323,CON,Connecticut Sun,36,25,11,0.694,1147,2484,0.462,230,649,0.354,564,715,0.789,367,969,1336,758,318,97,562.0,615,3088,1450.0,105.8,96.3,9.5,96.45,2919,0.552,0.508,0.569,0.371,0.745,0.193,0.288,0.494,0.203,0.255,0.244,2799.0,1036.0,2362.0,464.0,577.0,590.0,250.0,794.0,nba_api:leaguedashteamstats,7.080233351253882,2.9335820855771626,4.146651265676719,-0.9475444265238968
WNBA,2022,1611661321,DAL,Dallas Wings,36,18,18,0.5,1068,2456,0.435,279,813,0.343,571,747,0.764,344,873,1217,676,256,134,489.0,676,2986,1445.0,104.6,104.3,0.2,94.84,2855,0.536,0.492,0.486,0.328,0.7,0.171,0.304,0.514,0.182,0.3,0.286,2979.0,1092.0,2380.0,533.0,680.0,520.0,277.0,901.0,nba_api:leaguedashteamstats,0.16707582224268958,0.7540040366396425,-0.586928214396953,-0.027368622201754872
WNBA,2022,1611661325,IND,Indiana Fever,36,5,31,0.139,1021,2498,0.409,245,724,0.338,520,697,0.746,352,845,1197,649,258,129,593.0,719,2807,1450.0,95.2,108.1,-12.9,97.92,2950,0.5,0.458,0.391,0.318,0.67,0.201,0.279,0.526,0.185,0.33,0.31,3206.0,1169.0,2467.0,611.0,764.0,548.0,317.0,972.0,nba_api:leaguedashteamstats,-10.02823904925959,-3.425682577677669,-6.60255647158192,1.0550942840737445
WNBA,2022,1611661319,LVA,Las Vegas Aces,36,26,10,0.722,1163,2529,0.46,343,951,0.361,587,713,0.823,249,1023,1272,748,276,140,420.0,569,3256,1445.0,109.6,102.0,7.7,98.64,2970,0.573,0.528,0.543,0.245,0.745,0.141,0.282,0.502,0.162,0.255,0.233,3027.0,1113.0,2546.0,472.0,593.0,481.0,295.0,1009.0,nba_api:leaguedashteamstats,5.643343884518453,8.292796454299303,-2.64945256978085,-0.7177672265926578
WNBA,2022,1611661320,LAS,Los Angeles Sparks,36,13,23,0.361,1074,2409,0.446,195,609,0.32,517,658,0.786,250,844,1094,680,308,142,529.0,657,2860,1445.0,97.6,106.7,-9.1,97.2,2931,0.53,0.486,0.453,0.257,0.691,0.18,0.273,0.532,0.201,0.309,0.302,3116.0,1112.0,2383.0,581.0,719.0,586.0,304.0,962.0,nba_api:leaguedashteamstats,-6.028671519846105,-2.411807073309926,-3.6168644465361783,1.0824395912650058
WNBA,2022,1611661324,MIN,Minnesota Lynx,36,14,22,0.389,1087,2414,0.45,246,707,0.348,548,699,0.784,323,1007,1330,743,220,102,559.0,610,2968,1450.0,102.6,104.4,-1.8,95.77,2892,0.545,0.501,0.494,0.311,0.734,0.193,0.29,0.503,0.153,0.266,0.252,3021.0,1101.0,2508.0,500.0,633.0,442.0,284.0,884.0,nba_api:leaguedashteamstats,-1.3541545520043465,0.20949200632137632,-1.5636465583257229,0.11806767021787579
WNBA,2022,1611661313,NYL,New York Liberty,36,16,20,0.444,1036,2402,0.431,349,995,0.351,445,541,0.823,251,981,1232,745,219,148,558.0,656,2866,1455.0,99.0,102.0,-3.0,95.52,2896,0.543,0.504,0.487,0.26,0.705,0.193,0.225,0.469,0.156,0.295,0.301,2952.0,1040.0,2489.0,616.0,749.0,452.0,320.0,965.0,nba_api:leaguedashteamstats,-1.5188911015291087,-2.321503112466335,0.8026120109372261,0.8699977873597802
WNBA,2022,1611661317,PHO,Phoenix Mercury,36,15,21,0.417,1028,2395,0.429,316,961,0.329,548,671,0.817,246,876,1122,693,267,163,513.0,714,2920,1455.0,100.7,104.1,-3.4,95.85,2901,0.543,0.495,0.475,0.249,0.667,0.177,0.28,0.501,0.189,0.333,0.282,3028.0,1090.0,2474.0,548.0,698.0,551.0,349.0,989.0,nba_api:leaguedashteamstats,-2.9286089807591553,-1.1560084528378036,-1.7726005279213517,0.07139101924084468
WNBA,2022,1611661328,SEA,Seattle Storm,36,22,14,0.611,1095,2478,0.442,333,922,0.361,447,542,0.825,280,928,1208,813,299,150,483.0,560,2970,1445.0,102.6,97.4,5.2,96.18,2894,0.547,0.509,0.531,0.252,0.698,0.167,0.219,0.485,0.194,0.302,0.218,2822.0,1073.0,2471.0,425.0,539.0,562.0,310.0,1005.0,nba_api:leaguedashteamstats,3.4732375680706955,-0.46625474889036056,3.939492316961056,-0.6378735430404152
WNBA,2022,1611661322,WAS,Washington Mystics,36,22,14,0.611,1055,2403,0.439,274,811,0.338,504,643,0.784,289,968,1257,729,274,133,494.0,572,2888,1455.0,101.1,96.0,5.1,94.05,2857,0.538,0.496,0.54,0.278,0.742,0.173,0.268,0.485,0.194,0.258,0.252,2731.0,1007.0,2344.0,456.0,590.0,551.0,241.0,951.0,nba_api:leaguedashteamstats,3.811660888201313,-2.7378929217526915,6.549553809954005,-0.5494502229097975
WNBA,2023,1611661330,ATL,Atlanta Dream,40,19,21,0.475,1176,2748,0.428,257,766,0.336,692,878,0.788,321,1123,1444,743,251,185,582.0,772,3301,1610.0,99.7,101.5,-1.8,98.7,3311,0.527,0.475,0.488,0.283,0.726,0.176,0.32,0.482,0.168,0.274,0.312,3360.0,1189.0,2766.0,693.0,863.0,556.0,313.0,1113.0,nba_api:leaguedashteamstats,-0.9815878098233801,0.10756242908704738,-1.0891502389104275,0.49341219017661997
WNBA,2023,1611661329,CHI,Chicago Sky,40,18,22,0.45,1229,2783,0.442,330,888,0.372,481,640,0.752,343,990,1333,818,267,181,573.0,691,3269,1610.0,101.3,103.4,-2.1,96.18,3228,0.533,0.501,0.475,0.292,0.692,0.178,0.23,0.499,0.178,0.308,0.268,3334.0,1240.0,2747.0,592.0,736.0,575.0,337.0,1060.0,nba_api:leaguedashteamstats,-1.5417945281696541,-0.8269810845262366,-0.7148134436434175,0.08320547183034588
WNBA,2023,1611661323,CON,Connecticut Sun,40,27,13,0.675,1206,2710,0.445,287,798,0.36,608,794,0.766,322,1022,1344,826,323,152,548.0,736,3307,1615.0,103.2,98.8,4.4,95.12,3204,0.54,0.498,0.532,0.299,0.715,0.171,0.293,0.486,0.198,0.285,0.299,3159.0,1137.0,2615.0,617.0,783.0,633.0,327.0,1027.0,nba_api:leaguedashteamstats,3.54063173747201,-0.42974574196803683,3.970377479440047,-0.1593682625279902
