league,season,player_id,player_name,team_id,team_code,team_count,age,gp,gs,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,off_rating,def_rating,net_rating,ts_pct,efg_pct,usg_pct,ast_pct,oreb_pct,dreb_pct,reb_pct,pie,poss,pct_pts,pct_reb,pct_ast,source
WNBA,2009,201895,Quanitra Hollingsworth,1611661324,MIN,1,21.0,34,,434.38,50,120,0.417,0,0,0.0,64,91,0.703,47,63,110,5,12,8,34,65,164,-87,94.4,104.8,-10.3,0.512,0.417,0.189,0.022,0.102,0.157,0.127,0.064,882,0.197,0.32,0.034,nba_api:leaguedashplayerstats
WNBA,2009,201901,Rashanda McCants,1611661324,MIN,1,23.0,34,,482.155,56,150,0.373,11,38,0.289,22,39,0.564,30,38,68,26,15,10,36,74,145,-93,93.8,102.1,-8.3,0.434,0.41,0.177,0.101,0.058,0.088,0.072,0.018,973,0.159,0.174,0.166,nba_api:leaguedashplayerstats
WNBA,2009,100944,Rebekkah Brunson,1611661324,MIN,1,28.0,27,,665.2233333333334,124,255,0.486,0,1,0.0,83,106,0.783,67,123,190,9,40,16,45,57,331,-21,99.2,99.8,-0.6,0.549,0.486,0.223,0.025,0.103,0.204,0.152,0.149,1322,0.252,0.339,0.033,nba_api:leaguedashplayerstats
WNBA,2009,201904,Renee Montgomery,1611661324,MIN,1,23.0,34,,764.2616666666667,102,250,0.408,42,121,0.347,59,71,0.831,15,51,66,72,25,9,66,37,305,-45,97.3,100.8,-3.5,0.542,0.492,0.194,0.18,0.02,0.07,0.044,0.098,1542,0.203,0.11,0.28,nba_api:leaguedashplayerstats
WNBA,2009,101033,Roneeka Hodges,1611661324,MIN,1,27.0,33,,902.4616666666667,115,276,0.417,68,171,0.398,30,33,0.909,20,79,99,64,21,15,36,54,328,-114,97.6,103.6,-6.0,0.565,0.54,0.159,0.131,0.022,0.091,0.055,0.099,1787,0.188,0.138,0.187,nba_api:leaguedashplayerstats
WNBA,2009,100656,Ruth Riley,1611661319,SAS,1,30.0,31,,649.525,68,147,0.463,4,18,0.222,23,26,0.885,35,105,140,28,14,45,35,90,163,-14,96.9,97.8,-1.0,0.514,0.476,0.137,0.077,0.058,0.164,0.112,0.078,1250,0.135,0.27,0.102,nba_api:leaguedashplayerstats
WNBA,2009,101023,Sancho Lyttle,1611661330,ATL,1,26.0,34,,930.585,184,363,0.507,0,1,0.0,75,101,0.743,72,182,254,51,68,22,64,105,443,135,103.9,95.2,8.7,0.544,0.507,0.209,0.086,0.076,0.187,0.132,0.145,1923,0.222,0.298,0.126,nba_api:leaguedashplayerstats
WNBA,2009,201058,Sandrine Gruda,1611661323,CON,1,23.0,26,,810.095,151,323,0.467,0,0,0.0,48,86,0.558,66,99,165,35,23,41,68,86,350,18,99.8,98.0,1.9,0.485,0.467,0.231,0.079,0.08,0.124,0.101,0.082,1602,0.219,0.238,0.093,nba_api:leaguedashplayerstats
WNBA,2009,200684,Scholanda Dorrell,1611661321,DET,1,27.0,34,,632.8333333333334,79,193,0.409,8,25,0.32,59,87,0.678,19,34,53,27,33,7,54,70,225,-133,88.5,98.5,-10.0,0.486,0.43,0.194,0.08,0.03,0.055,0.043,0.04,1268,0.201,0.1,0.111,nba_api:leaguedashplayerstats
WNBA,2009,200671,Seimone Augustus,1611661324,MIN,1,26.0,6,,178.12166666666667,49,86,0.57,9,14,0.643,19,21,0.905,4,21,25,9,12,3,13,5,126,61,114.6,97.8,16.8,0.661,0.622,0.267,0.087,0.026,0.124,0.077,0.197,363,0.303,0.195,0.123,nba_api:leaguedashplayerstats
WNBA,2009,201898,Shalee Lehning,1611661330,ATL,1,23.0,34,,706.7416666666667,36,93,0.387,6,30,0.2,24,31,0.774,19,60,79,127,18,3,54,44,102,45,99.6,95.8,3.8,0.478,0.419,0.093,0.237,0.027,0.083,0.055,0.073,1477,0.069,0.122,0.416,nba_api:leaguedashplayerstats
WNBA,2009,100937,Shameka Christon,1611661313,NYL,1,28.0,32,,1013.77,154,383,0.402,78,204,0.382,128,148,0.865,29,127,156,56,28,27,56,102,514,0,95.6,95.0,0.5,0.574,0.504,0.227,0.112,0.03,0.131,0.08,0.133,1941,0.277,0.197,0.147,nba_api:leaguedashplayerstats
WNBA,2009,200686,Shanna Zolman,1611661319,SAS,1,26.0,19,,175.685,35,76,0.461,20,45,0.444,5,6,0.833,0,10,10,6,2,0,5,11,95,-41,87.6,100.0,-12.4,0.604,0.592,0.211,0.088,0.0,0.055,0.029,0.122,347,0.313,0.08,0.081,nba_api:leaguedashplayerstats
WNBA,2009,201497,Shannon Bobbitt,1611661320,LAS,1,24.0,33,,353.055,26,85,0.306,8,37,0.216,11,13,0.846,11,22,33,46,15,1,28,34,71,-39,85.5,94.2,-8.7,0.391,0.353,0.146,0.231,0.03,0.06,0.046,0.045,690,0.12,0.108,0.336,nba_api:leaguedashplayerstats
WNBA,2009,100410,Shannon Johnson,1611661328,SEA,1,35.0,34,,617.985,36,107,0.336,18,61,0.295,47,55,0.855,14,48,62,52,27,7,52,56,137,-81,88.6,94.5,-5.8,0.522,0.421,0.137,0.16,0.025,0.083,0.054,0.063,1178,0.131,0.131,0.256,nba_api:leaguedashplayerstats
WNBA,2009,201919,Shavonte Zellous,1611661321,DET,1,23.0,34,,801.515,118,297,0.397,15,49,0.306,155,181,0.856,25,81,106,62,27,17,77,111,406,22,97.8,96.9,0.8,0.539,0.423,0.247,0.138,0.033,0.101,0.068,0.1,1614,0.257,0.158,0.194,nba_api:leaguedashplayerstats
WNBA,2009,201062,Shay Murphy,1611661325,IND,1,25.0,24,,185.95166666666665,34,89,0.382,11,32,0.344,21,26,0.808,23,19,42,10,6,2,9,30,100,-34,90.8,102.1,-11.3,0.498,0.444,0.234,0.115,0.105,0.117,0.11,0.097,390,0.282,0.273,0.133,nba_api:leaguedashplayerstats
WNBA,2009,200682,Sherill Baker,1611661321,DET,1,27.0,1,,11.35,2,3,0.667,0,0,0.0,3,3,1.0,1,0,1,1,1,0,1,1,7,8,137.0,107.4,29.6,0.81,0.667,0.167,0.2,0.1,0.0,0.0,0.155,27,0.189,0.125,0.5,nba_api:leaguedashplayerstats
WNBA,2009,101032,Shyra Ely-Gash,1611661329,CHI,1,26.0,34,,497.285,84,201,0.418,23,60,0.383,41,51,0.804,22,66,88,20,12,8,36,55,232,-52,96.5,101.5,-5.0,0.519,0.475,0.229,0.078,0.044,0.141,0.091,0.089,977,0.246,0.224,0.107,nba_api:leaguedashplayerstats
WNBA,2009,201086,Sidney Spencer,1611661313,NYL,1,25.0,33,,339.87666666666667,34,88,0.386,22,57,0.386,9,9,1.0,7,31,38,15,6,1,9,24,99,28,99.4,95.4,4.0,0.538,0.511,0.132,0.074,0.021,0.096,0.059,0.07,658,0.151,0.138,0.105,nba_api:leaguedashplayerstats
WNBA,2009,200674,Sophia Young-Malcolm,1611661319,SAS,1,26.0,33,,1113.3166666666666,219,482,0.454,17,55,0.309,145,189,0.767,69,146,215,54,44,16,62,67,600,-84,97.9,102.1,-4.2,0.531,0.472,0.259,0.102,0.065,0.137,0.101,0.142,2124,0.288,0.254,0.114,nba_api:leaguedashplayerstats
WNBA,2009,100720,Sue Bird,1611661328,SEA,1,29.0,31,,1100.64,154,377,0.408,54,150,0.36,35,41,0.854,12,66,78,179,47,3,81,50,397,153,99.8,92.8,7.0,0.502,0.48,0.2,0.305,0.012,0.062,0.038,0.125,2060,0.193,0.09,0.401,nba_api:leaguedashplayerstats
WNBA,2009,100878,Suzy Batkovic-Brown,1611661328,SEA,1,29.0,20,,147.28166666666667,21,43,0.488,3,11,0.273,2,8,0.25,9,20,29,4,5,6,24,29,47,-22,68.7,76.8,-8.1,0.505,0.523,0.211,0.08,0.063,0.126,0.096,0.012,291,0.235,0.223,0.098,nba_api:leaguedashplayerstats
WNBA,2009,100721,Swin Cash,1611661328,SEA,1,30.0,32,,1093.5833333333333,139,355,0.392,10,31,0.323,102,128,0.797,62,152,214,82,28,16,91,98,390,74,98.1,94.8,3.4,0.474,0.406,0.212,0.141,0.063,0.144,0.105,0.098,2047,0.194,0.247,0.195,nba_api:leaguedashplayerstats
WNBA,2009,201480,Sylvia Fowles,1611661329,CHI,1,24.0,24,,692.2216666666667,103,172,0.599,0,0,0.0,64,99,0.646,52,136,188,19,21,35,76,72,270,15,102.2,101.0,1.2,0.626,0.599,0.193,0.05,0.087,0.192,0.144,0.122,1313,0.201,0.333,0.067,nba_api:leaguedashplayerstats
WNBA,2009,100412,Taj McWilliams-Franklin,1611661321,DET,1,39.0,34,,1032.4133333333334,139,283,0.491,3,15,0.2,51,68,0.75,65,160,225,98,33,16,66,86,332,38,99.2,96.8,2.4,0.53,0.496,0.163,0.162,0.064,0.158,0.111,0.129,2013,0.166,0.254,0.225,nba_api:leaguedashplayerstats
WNBA,2009,100008,Tamecka Dixon,1611661325,IND,1,34.0,32,,420.86833333333334,55,133,0.414,4,10,0.4,18,21,0.857,10,40,50,37,12,3,27,45,132,-77,89.0,98.0,-9.0,0.464,0.429,0.175,0.184,0.023,0.1,0.061,0.071,827,0.179,0.157,0.23,nba_api:leaguedashplayerstats
WNBA,2009,201477,Tamera Young,1611661329,CHI,2,23.0,21,,201.57166666666666,25,73,0.342,3,13,0.231,27,35,0.771,16,28,44,12,13,5,20,27,80,22,99.5,93.5,6.0,0.452,0.363,0.222,0.105,0.075,0.139,0.107,0.074,413,0.195,0.254,0.152,nba_api:leaguedashplayerstats
WNBA,2009,100646,Tamika Catchings,1611661325,IND,1,30.0,34,,1073.9683333333332,154,402,0.383,39,119,0.328,158,181,0.873,86,158,244,103,98,17,86,92,505,158,98.0,90.2,7.8,0.524,0.432,0.234,0.191,0.08,0.16,0.118,0.176,2093,0.246,0.276,0.261,nba_api:leaguedashplayerstats
WNBA,2009,100347,Tamika Whitmore,1611661323,CON,1,33.0,24,,376.03833333333336,37,127,0.291,7,23,0.304,24,33,0.727,21,31,52,25,9,3,20,34,105,-46,82.9,89.1,-6.2,0.371,0.319,0.187,0.135,0.047,0.086,0.064,0.034,760,0.167,0.167,0.175,nba_api:leaguedashplayerstats
WNBA,2009,100628,Tammy Sutton-Brown,1611661325,IND,1,32.0,27,,679.865,95,204,0.466,0,0,0.0,76,102,0.745,44,114,158,23,15,40,49,76,266,101,94.7,87.6,7.1,0.534,0.466,0.196,0.068,0.067,0.177,0.121,0.119,1332,0.211,0.286,0.086,nba_api:leaguedashplayerstats
WNBA,2009,101020,Tan White,1611661323,CON,1,27.0,30,,658.8033333333333,97,247,0.393,49,130,0.377,42,50,0.84,21,61,82,66,35,9,37,73,285,8,97.9,97.6,0.4,0.53,0.492,0.199,0.173,0.03,0.093,0.061,0.1,1357,0.214,0.148,0.224,nba_api:leaguedashplayerstats
WNBA,2009,100236,Tangela Smith,1611661317,PHO,1,33.0,34,,910.2233333333334,134,299,0.448,42,92,0.457,20,23,0.87,35,147,182,27,33,56,37,107,330,87,110.4,105.3,5.1,0.534,0.518,0.158,0.042,0.039,0.141,0.093,0.082,1926,0.155,0.233,0.062,nba_api:leaguedashplayerstats
WNBA,2009,101030,Tanisha Wright,1611661328,SEA,1,26.0,33,,1072.23,150,324,0.463,8,30,0.267,96,106,0.906,44,73,117,129,50,10,85,119,404,64,97.6,94.4,3.3,0.545,0.475,0.195,0.229,0.044,0.073,0.059,0.113,2025,0.204,0.141,0.31,nba_api:leaguedashplayerstats
WNBA,2009,201488,Tasha Humphrey,1611661324,MIN,2,24.0,28,,406.785,62,166,0.373,22,71,0.31,24,31,0.774,13,59,72,11,13,9,20,69,170,45,100.7,93.9,6.8,0.473,0.44,0.213,0.049,0.031,0.149,0.088,0.059,810,0.208,0.22,0.069,nba_api:leaguedashplayerstats
WNBA,2009,101024,Temeka Johnson,1611661317,PHO,1,27.0,34,,896.6483333333333,125,279,0.448,36,86,0.419,42,50,0.84,8,112,120,157,29,4,76,79,328,196,112.2,100.9,11.3,0.545,0.513,0.176,0.242,0.009,0.109,0.063,0.1,1899,0.154,0.156,0.357,nba_api:leaguedashplayerstats
WNBA,2009,201890,Tenae Davis-Cain,1611661321,DET,1,23.0,1,,4.116666666666666,1,5,0.2,0,3,0.0,0,1,0.0,2,0,2,0,0,0,0,0,2,-2,66.7,88.9,-22.2,0.184,0.2,0.357,0.0,0.0,0.0,0.0,-0.222,9,0.333,0.25,0.0,nba_api:leaguedashplayerstats
WNBA,2009,100234,Ticha Penicheiro,1611661318,SAC,1,35.0,30,,723.9166666666666,45,139,0.324,1,9,0.111,57,70,0.814,12,69,81,155,30,4,64,45,148,-52,95.7,99.4,-3.8,0.436,0.327,0.143,0.344,0.018,0.101,0.06,0.1,1408,0.11,0.138,0.531,nba_api:leaguedashplayerstats
WNBA,2009,201050,Tiffany Jackson,1611661313,NYL,1,25.0,34,,494.8383333333333,67,149,0.45,0,0,0.0,46,64,0.719,35,81,116,24,21,13,43,55,180,-18,95.1,97.2,-2.1,0.508,0.45,0.2,0.092,0.076,0.171,0.124,0.103,952,0.199,0.299,0.136,nba_api:leaguedashplayerstats
WNBA,2009,100076,Tina Thompson,1611661320,LAS,1,35.0,34,,1182.21,152,395,0.385,52,141,0.369,85,98,0.867,46,153,199,78,26,24,94,71,441,-20,95.7,96.7,-0.9,0.503,0.451,0.2,0.116,0.04,0.126,0.084,0.1,2242,0.205,0.188,0.156,nba_api:leaguedashplayerstats
WNBA,2009,100284,Tully Bevilaqua,1611661325,IND,1,37.0,34,,856.2933333333333,67,180,0.372,36,106,0.34,36,54,0.667,12,66,78,97,60,7,47,76,206,56,95.7,92.4,3.3,0.505,0.472,0.13,0.204,0.014,0.085,0.048,0.085,1666,0.129,0.113,0.31,nba_api:leaguedashplayerstats
WNBA,2009,100933,Vanessa Hayden,1611661320,LAS,1,28.0,25,,268.6483333333333,39,95,0.411,0,0,0.0,16,25,0.64,27,40,67,6,4,22,19,49,94,-37,87.1,93.9,-6.8,0.443,0.411,0.195,0.044,0.09,0.142,0.115,0.055,527,0.205,0.257,0.058,nba_api:leaguedashplayerstats
WNBA,2009,100103,Vickie Johnson,1611661319,SAS,1,38.0,32,,737.2466666666667,80,185,0.432,21,56,0.375,23,27,0.852,23,85,108,77,16,4,39,40,204,30,101.4,99.3,2.1,0.518,0.489,0.15,0.177,0.034,0.118,0.077,0.096,1386,0.145,0.195,0.235,nba_api:leaguedashplayerstats
WNBA,2009,201885,Whitney Boddie,1611661318,SAC,1,23.0,4,,8.683333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,1,2,4,110.5,81.0,29.6,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.045,19,0.095,0.0,0.0,nba_api:leaguedashplayerstats
WNBA,2009,100419,Yolanda Griffith,1611661325,IND,1,40.0,3,,40.791666666666664,6,12,0.5,0,0,0.0,7,9,0.778,4,3,7,0,0,2,3,6,19,-15,97.5,117.7,-20.2,0.595,0.5,0.216,0.0,0.0,0.107,0.0,0.077,80,0.244,0.35,0.0,nba_api:leaguedashplayerstats
WNBA,2010,202249,Abby Bishop,1611661328,SEA,1,22.0,16,,109.19666666666667,16,45,0.356,6,24,0.25,6,11,0.545,11,9,20,4,2,1,12,26,44,-24,85.3,95.6,-10.2,0.441,0.422,0.232,0.073,0.09,0.086,0.088,-0.027,225,0.229,0.194,0.085,nba_api:leaguedashplayerstats
WNBA,2010,202278,Abi Olajuwon,1611661329,CHI,1,22.0,6,,29.863333333333333,3,6,0.5,0,0,0.0,0,0,0.0,3,1,4,0,1,0,2,3,6,18,101.6,71.0,30.7,0.5,0.5,0.114,0.0,0.0,0.028,0.0,0.018,61,0.097,0.148,0.0,nba_api:leaguedashplayerstats
WNBA,2010,201487,Alexis Hornbuckle,1611661324,MIN,2,25.0,28,,509.635,44,129,0.341,14,49,0.286,24,30,0.8,21,51,72,57,41,13,39,71,126,-139,88.5,100.2,-11.7,0.443,0.395,0.148,0.18,0.038,0.102,0.069,0.061,1076,0.132,0.175,0.3,nba_api:leaguedashplayerstats
WNBA,2010,201054,Alison Bales,1611661330,ATL,1,26.0,34,,528.89,42,97,0.433,5,12,0.417,43,54,0.796,32,96,128,28,24,39,23,61,132,132,99.1,88.0,11.2,0.547,0.459,0.11,0.078,0.056,0.166,0.111,0.112,1143,0.117,0.258,0.11,nba_api:leaguedashplayerstats
WNBA,2010,202256,Alison Lacey,1611661328,SEA,1,23.0,21,,144.19833333333332,4,35,0.114,3,27,0.111,5,5,1.0,3,13,16,10,6,1,8,19,16,-14,87.1,94.2,-7.1,0.215,0.157,0.125,0.11,0.019,0.089,0.052,-0.033,303,0.061,0.121,0.161,nba_api:leaguedashplayerstats
WNBA,2010,201516,Allie Quigley,1611661319,SAS,2,25.0,7,,42.653333333333336,6,12,0.5,2,4,0.5,6,8,0.75,0,2,2,1,2,1,3,4,20,10,104.9,87.4,17.5,0.644,0.583,0.204,0.045,0.0,0.043,0.024,0.124,82,0.233,0.077,0.056,nba_api:leaguedashplayerstats
WNBA,2010,202255,Allison Hightower,1611661323,CON,1,23.0,20,,206.86166666666668,19,60,0.317,3,18,0.167,13,16,0.813,10,15,25,9,14,2,10,23,54,0,98.1,99.3,-1.2,0.403,0.342,0.153,0.068,0.045,0.081,0.061,0.035,430,0.128,0.148,0.118,nba_api:leaguedashplayerstats
WNBA,2010,202269,Amanda Thompson,1611661321,TUL,1,23.0,7,,49.07666666666667,2,14,0.143,0,0,0.0,7,10,0.7,2,9,11,3,3,0,4,8,11,-6,81.7,86.7,-5.0,0.299,0.143,0.168,0.091,0.037,0.173,0.104,0.0,120,0.112,0.282,0.158,nba_api:leaguedashplayerstats
WNBA,2010,201483,Amber Holt,1611661321,TUL,1,26.0,33,,696.9783333333334,98,240,0.408,27,86,0.314,65,81,0.802,28,73,101,59,30,7,37,51,288,-131,93.7,102.9,-9.2,0.522,0.465,0.182,0.137,0.037,0.108,0.07,0.098,1508,0.204,0.178,0.186,nba_api:leaguedashplayerstats
WNBA,2010,202315,Andrea Riley,1611661320,LAS,1,22.0,29,,223.79833333333335,27,89,0.303,15,51,0.294,31,37,0.838,5,17,22,29,14,1,24,23,100,-50,91.0,100.8,-9.8,0.475,0.388,0.242,0.232,0.02,0.079,0.048,0.069,467,0.235,0.124,0.305,nba_api:leaguedashplayerstats
WNBA,2010,201869,Anete Jekabsone-Zogota,1611661323,CON,1,27.0,20,,351.9216666666667,51,131,0.389,27,77,0.351,15,15,1.0,4,36,40,33,9,5,23,42,144,15,101.7,99.2,2.5,0.523,0.492,0.198,0.151,0.011,0.1,0.056,0.071,707,0.2,0.123,0.19,nba_api:leaguedashplayerstats
WNBA,2010,201881,Angel McCoughtry,1611661330,ATL,1,24.0,34,,1044.3583333333333,246,603,0.408,33,126,0.262,191,238,0.803,63,104,167,105,66,21,108,107,716,30,101.1,99.6,1.5,0.506,0.435,0.308,0.174,0.056,0.097,0.076,0.123,2229,0.318,0.168,0.207,nba_api:leaguedashplayerstats
WNBA,2010,201048,Armintie Herrington,1611661330,ATL,1,26.0,34,,561.03,53,137,0.387,0,4,0.0,60,101,0.594,42,60,102,62,30,2,36,51,166,65,97.5,91.2,6.3,0.457,0.387,0.153,0.174,0.068,0.097,0.082,0.088,1183,0.144,0.182,0.243,nba_api:leaguedashplayerstats
WNBA,2010,101047,Ashley Battle,1611661319,SAS,1,29.0,5,,34.973333333333336,4,12,0.333,0,5,0.0,0,0,0.0,4,5,9,1,0,0,3,5,8,-2,95.5,94.2,1.3,0.333,0.333,0.197,0.056,0.143,0.143,0.143,0.0,66,0.127,0.3,0.059,nba_api:leaguedashplayerstats
WNBA,2010,202262,Ashley Houts,1611661322,WAS,1,23.0,20,,110.15833333333333,6,16,0.375,3,12,0.25,2,2,1.0,4,9,13,9,6,0,7,9,17,-1,93.4,97.7,-4.3,0.504,0.469,0.093,0.145,0.041,0.087,0.065,0.057,227,0.08,0.134,0.257,nba_api:leaguedashplayerstats
WNBA,2010,100942,Ashley Robinson,1611661328,SEA,1,28.0,30,,245.27333333333334,19,46,0.413,0,0,0.0,3,9,0.333,16,41,57,15,4,21,17,40,41,-41,85.5,93.3,-7.8,0.41,0.413,0.118,0.113,0.063,0.161,0.112,0.054,490,0.098,0.261,0.156,nba_api:leaguedashplayerstats
WNBA,2010,201914,Ashley Walker,1611661321,TUL,1,24.0,2,,9.136666666666667,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0,0,2,0,2,3,0,-10,76.0,116.0,-40.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,-0.162,25,0.0,0.0,0.0,nba_api:leaguedashplayerstats
WNBA,2010,100723,Asjha Jones,1611661323,CON,1,30.0,30,,774.3266666666667,139,310,0.448,6,20,0.3,39,46,0.848,48,99,147,66,13,13,54,66,323,-13,97.1,97.4,-0.3,0.489,0.458,0.216,0.159,0.06,0.126,0.093,0.097,1539,0.216,0.204,0.196,nba_api:leaguedashplayerstats
WNBA,2010,100342,Becky Hammon,1611661319,SAS,1,34.0,32,,1074.475,159,360,0.442,69,177,0.39,97,101,0.96,16,77,93,172,36,8,108,61,484,-28,101.9,104.6,-2.7,0.598,0.538,0.218,0.267,0.017,0.079,0.048,0.116,2104,0.226,0.115,0.352,nba_api:leaguedashplayerstats
WNBA,2010,100696,Belinda Snell,1611661319,SAS,1,30.0,2,,37.778333333333336,3,9,0.333,1,5,0.2,2,2,1.0,1,3,4,5,0,0,2,0,9,2,87.3,89.3,-2.0,0.455,0.389,0.13,0.2,0.026,0.0,0.0,0.086,79,0.13,0.105,0.227,nba_api:leaguedashplayerstats
WNBA,2010,100484,Betty Lennox,1611661320,LAS,1,34.0,11,,127.71166666666667,18,46,0.391,13,36,0.361,5,6,0.833,4,15,19,17,2,0,7,24,54,-24,100.8,113.1,-12.3,0.555,0.533,0.19,0.21,0.033,0.13,0.08,0.072,259,0.207,0.209,0.309,nba_api:leaguedashplayerstats
WNBA,2010,201896,Briann January,1611661325,IND,1,24.0,30,,657.205,65,175,0.371,21,59,0.356,71,86,0.826,20,39,59,94,37,4,68,75,222,26,99.0,95.8,3.1,0.522,0.431,0.192,0.249,0.033,0.061,0.047,0.08,1284,0.175,0.116,0.338,nba_api:leaguedashplayerstats
WNBA,2010,202283,Brittainey Raven,1611661330,ATL,1,22.0,23,,124.66166666666666,11,45,0.244,5,18,0.278,7,8,0.875,12,9,21,10,5,1,9,12,34,0,86.6,88.2,-1.6,0.35,0.3,0.18,0.141,0.087,0.079,0.083,0.029,277,0.142,0.198,0.161,nba_api:leaguedashplayerstats
WNBA,2010,201084,Brooke Smith,1611661317,PHO,1,27.0,16,,130.7,17,23,0.739,0,0,0.0,6,7,0.857,6,23,29,4,1,4,3,16,40,-23,93.1,101.8,-8.7,0.767,0.739,0.095,0.056,0.05,0.159,0.11,0.112,275,0.156,0.24,0.087,nba_api:leaguedashplayerstats
WNBA,2010,201067,Camille Smith,1611661328,SEA,1,26.0,34,,838.1466666666666,128,256,0.5,8,23,0.348,81,114,0.711,72,104,176,48,55,21,60,106,345,219,106.1,91.7,14.3,0.563,0.516,0.194,0.098,0.094,0.13,0.112,0.116,1629,0.2,0.242,0.125,nba_api:leaguedashplayerstats
WNBA,2010,201496,Candace Parker,1611661320,LAS,1,25.0,10,,335.4166666666667,81,162,0.5,3,12,0.25,41,56,0.732,19,82,101,22,10,22,32,18,206,-30,100.2,104.0,-3.9,0.552,0.509,0.284,0.132,0.057,0.234,0.147,0.193,665,0.309,0.373,0.153,nba_api:leaguedashplayerstats
WNBA,2010,200676,Candice Dupree,1611661317,PHO,1,26.0,34,,1014.015,231,348,0.664,0,1,0.0,73,78,0.936,75,182,257,45,35,28,65,84,535,-18,109.4,110.2,-0.8,0.7,0.664,0.184,0.07,0.079,0.17,0.127,0.142,2164,0.226,0.306,0.087,nba_api:leaguedashplayerstats
WNBA,2010,201499,Candice Wiggins,1611661324,MIN,1,24.0,8,,237.505,30,74,0.405,21,46,0.457,29,30,0.967,7,15,22,17,14,0,19,21,110,-15,99.4,104.9,-5.5,0.631,0.547,0.188,0.131,0.028,0.075,0.049,0.104,483,0.229,0.117,0.162,nba_api:leaguedashplayerstats
WNBA,2010,200665,Cappie Pondexter,1611661313,NYL,1,28.0,34,,1166.7916666666667,254,526,0.483,64,149,0.43,157,176,0.892,21,132,153,165,30,4,81,88,729,166,106.2,98.7,7.5,0.604,0.544,0.269,0.267,0.02,0.124,0.072,0.174,2220,0.309,0.172,0.302,nba_api:leaguedashplayerstats
WNBA,2010,101049,Cathrine Kraayeveld,1611661329,CHI,1,29.0,34,,722.01,63,180,0.35,31,98,0.316,21,24,0.875,24,69,93,43,21,19,48,48,178,-5,97.1,97.6,-0.5,0.467,0.436,0.152,0.103,0.035,0.098,0.067,0.057,1397,0.131,0.169,0.14,nba_api:leaguedashplayerstats
WNBA,2010,100356,Chamique Holdsclaw,1611661319,SAS,1,33.0,29,,840.1966666666667,162,328,0.494,11,31,0.355,58,72,0.806,51,104,155,58,43,10,65,61,393,-105,99.4,106.5,-7.1,0.546,0.511,0.231,0.126,0.068,0.141,0.104,0.117,1630,0.242,0.246,0.162,nba_api:leaguedashplayerstats
WNBA,2010,202264,Chanel Mokango,1611661320,LAS,1,22.0,21,,71.70333333333333,3,17,0.176,0,2,0.0,3,4,0.75,4,9,13,1,2,10,5,11,9,-24,78.2,96.1,-17.8,0.24,0.176,0.135,0.026,0.045,0.115,0.078,-0.014,156,0.074,0.224,0.037,nba_api:leaguedashplayerstats
WNBA,2010,201884,Chante Black,1611661321,TUL,1,25.0,34,,712.04,80,149,0.537,0,0,0.0,17,49,0.347,85,137,222,22,18,54,43,72,177,-205,89.0,103.3,-14.3,0.519,0.537,0.126,0.052,0.114,0.185,0.149,0.096,1481,0.134,0.374,0.074,nba_api:leaguedashplayerstats
WNBA,2010,201501,Charde Houston,1611661324,MIN,1,25.0,34,,757.6733333333333,153,368,0.416,46,126,0.365,50,71,0.704,32,106,138,46,43,20,68,70,402,-63,94.2,98.8,-4.6,0.503,0.478,0.256,0.121,0.039,0.145,0.089,0.116,1576,0.271,0.219,0.17,nba_api:leaguedashplayerstats
WNBA,2010,100433,Chasity Melvin,1611661322,WAS,1,35.0,34,,659.1383333333333,75,173,0.434,0,0,0.0,27,42,0.643,70,89,159,23,24,17,41,71,177,30,100.9,99.0,1.8,0.462,0.434,0.157,0.06,0.116,0.148,0.132,0.075,1259,0.139,0.293,0.101,nba_api:leaguedashplayerstats
WNBA,2010,100930,Christi Thomas,1611661329,CHI,1,28.0,15,,126.60166666666667,8,20,0.4,0,1,0.0,3,6,0.5,6,20,26,2,1,3,7,35,19,-49,86.5,104.7,-18.2,0.42,0.4,0.106,0.026,0.044,0.187,0.107,-0.027,252,0.087,0.306,0.039,nba_api:leaguedashplayerstats
WNBA,2010,100690,Coco Miller,1611661330,ATL,1,32.0,27,,197.72,34,85,0.4,5,26,0.192,12,14,0.857,6,9,15,22,5,0,20,28,85,7,91.1,88.3,2.9,0.466,0.429,0.219,0.202,0.026,0.042,0.033,0.043,429,0.217,0.075,0.212,nba_api:leaguedashplayerstats
WNBA,2010,201494,Crystal Kelly,1611661319,SAS,1,24.0,26,,242.17166666666665,22,50,0.44,1,1,1.0,34,46,0.739,13,17,30,7,7,1,23,34,79,-16,94.5,99.4,-4.9,0.562,0.45,0.167,0.055,0.059,0.081,0.069,0.03,487,0.172,0.163,0.074,nba_api:leaguedashplayerstats
